"BenchName","CodeletName","RDTSC.Runtime..s.","call.count","INSTR_RETIRED_ANY","CPU_CLK_UNHALTED_CORE","CPU_CLK_UNHALTED_REF","FP_COMP_OPS_EXE_SSE_FP_PACKED","FP_COMP_OPS_EXE_SSE_FP_SCALAR","FP_COMP_OPS_EXE_SSE_SINGLE_PRECISION","FP_COMP_OPS_EXE_SSE_DOUBLE_PRECISION","Runtime..RDTSC...s.","Runtime.unhalted..s.","Clock..MHz.","CPI","SP.MFlops.s..SP.assumed.","Packed.MUOPS.s","Scalar.MUOPS.s","SP.MUOPS.s","DP.MUOPS.s","UNC_L3_HITS_ANY","UNC_L3_MISS_ANY","UNC_L3_LINES_IN_ANY","UNC_L3_LINES_OUT_ANY","L3.request.rate","L3.miss.rate","L3.miss.ratio","L2_LINES_IN_ANY","L2_LINES_OUT_DEMAND_DIRTY","L3.Load..MBytes.s.","L3.Evict..MBytes.s.","L3.bandwidth..MBytes.s.","L3.data.volume..GBytes.","INST_RETIRED_X87","X87.MFlops.s","L1D_REPL","L1D_M_EVICT","L2.Load..MBytes.s.","L2.Evict..MBytes.s.","L2.bandwidth..MBytes.s.","L2.data.volume..GBytes.","UNC_QMC_NORMAL_READS_ANY","UNC_QMC_WRITES_FULL_ANY","UNC_QHL_REQUESTS_REMOTE_READS","UNC_QHL_REQUESTS_LOCAL_READS","UNC_QHL_REQUESTS_REMOTE_WRITES","Memory.bandwidth..MBytes.s.","Memory.data.volume..GBytes.","Remote.Read.BW..MBytes.s.","Remote.Write.BW..MBytes.s.","Remote.BW..MBytes.s.","DP.MFlops.s","MEM_INST_RETIRED_LOADS","MEM_INST_RETIRED_STORES","Load.to.Store.ratio","DP.MFlops.s..DP.assumed.","Data.cache.misses","Data.cache.miss.rate","BR_INST_RETIRED_ALL_BRANCHES","BR_MISP_RETIRED_ALL_BRANCHES","Branch.rate","Branch.misprediction.rate","Branch.misprediction.ratio","Instructions.per.branch","L2_DATA_RQSTS_DEMAND_ANY","L2_RQSTS_MISS","L2.request.rate","L2.miss.rate","L2.miss.ratio","DTLB_MISSES_ANY","L1.DTLB.miss.rate","Function.name","Address.in.the.binary","Source.file","Source.lines","ID","Can.be.analyzed","Nb.paths","Is.main.unrolled","Unroll.factor","Unroll.confidence.level","Nb.instr.","Nb.uops","Size..bytes.","Nb.used.x86.reg.","Nb.used.MMX.reg.","Nb.used.XMM.reg.","Nb.used.YMM.reg.","Nb.stack.ref.","Pattern","Nb.insn..SS","Nb.insn..SD","Nb.insn..PS.XMM","Nb.insn..PS.YMM","Nb.insn..PD.XMM","Nb.insn..PD.YMM","Ratio.ADD.SUB...MUL","Fit.in.cache","Macro.fusion","Nb.FLOP..add.sub","Nb.FLOP..mul","Nb.FLOP..div","Nb.FLOP..other","Bytes.loaded","Bytes.stored","Arith..intensity..FLOP...ld.st.bytes.","instr..fetch..cycles.","predecode..cycles.","instr..queue..cycles.","decode..cycles.","uop.queue..cycles.","ROB.read..cycles.","Front.end..cycles.","Nb.uops.P0","Nb.uops.P1","Nb.uops.P2","Nb.uops.P3","Nb.uops.P4","Nb.uops.P5","Nb.cycles.P0","Nb.cycles.P1","Nb.cycles.P2","Nb.cycles.P3","Nb.cycles.P4","Nb.cycles.P5","Dispatch..cycles.","RecMII..cycles.","Vec..ratio......all..INT.","Vec..ratio......load..INT.","Vec..ratio......store..INT.","Vec..ratio......add.sub..INT.","Vec..ratio......mul..INT.","Vec..ratio......other..INT.","Vec..ratio......all..FP.","Vec..ratio......load..FP.","Vec..ratio......store..FP.","Vec..ratio......add.sub..FP.","Vec..ratio......mul..FP.","Vec..ratio......other..FP.","Vec..ratio......all","Vec..ratio......load","Vec..ratio......store","Vec..ratio......add.sub","Vec..ratio......mul","Vec..ratio......other","X.L1..Nb.cycles","X.L1..FLOP.cycle","X.L1..IPC","X.L1..Bytes.loaded...cycle","X.L1..Bytes.stored...cycle","X.L1..Bytes.ld.st...cycle","X.L1..Nb.cycles.if.fully.vectorized"
"NR","ludcmp_4_sp_sse",5.09021,202,947645000,9470580000,9470580000,294164000,4428100,298580000,13,5.09021,5.08656,1861.93,9.99381,230.6655,57.6907,0.867242,58.5566,2.54952e-06,407099000,5522240,5522190,5522190,0.42959,0.00582734,0.0135649,40063000,128707,504.409,1.62047,506.03,2.57227,51,1.00237e-05,499834500,1097440,6285.91,13.7982,6299.71,32.0669,5459385,29147.5,0,5417290,0,68.97745,0.351266,0,0,0,116.628,512821000,2020190,253.848,116.247,499722000,0.527331,55450700,662701,0.0585142,0.000699314,0.0119512,17.0899,568169000,57979600,0.599559,0.0611828,0.102046,372568000,NA,"astex_codelet__4_","1a0","/batch2/ludcmp_4_sp_sse/codelet.f90","7-8",2,"true",1,"true","8","max",18,29,95,11,0,4,0,0,"SS,PS-XMM,x86",2,0,10,0,0,0,1,1,"true",8,8,0,0,64,0,0.25,6,6,5,6,5,6,6,4,4,10,0,0,13,4,4,10,0,0,13,13,3,0,0,0,0,0,0,83.333333333333,80,0,100,100,100,83.333333333333,80,0,100,100,100,13,1.2307692307692,1.3846153846154,4.9230769230769,0,4.9230769230769,13
"NR","matadd_16_dp_sse",5.83299,315,2403210000,1.0827e+10,1.0827e+10,658268000,4413890,2,662682000,5.83299,5.81495,1861.93,4.50525,452.0325,112.805,0.756643,3.42426e-07,113.561,161751000,474006000,474006000,474006000,0.0673064,0.197239,2.93046,470582000,128330000,5163.27,1408.05,6571.31,38.3304,51,8.74642e-06,473929000,157354000,5194.28,1724.58,6918.86,40.4023,468099000,157478500,0,473991500,0,6858.915,40.037,0,0,0,226.227,1263780000,631579000,2.00099,226.424,473925000,0.197205,165925000,832245,0.0690431,0.000346306,0.00501579,14.4837,743794000,731633000,0.3095,0.30444,0.98365,10345700,NA,"astex_codelet__16_","1a0 130","/batch3/matadd_16_dp_sse/codelet.f90","5-7",3,"true",1,"true","8.0","max",19,18,97,5,0,8,0,0,"PS-XMM,PD-XMM,x86",0,0,12,0,4,0,0,4,"true",8,0,0,0,128,64,0.0416666666667,0,0,0,0,5,4,5,1,4,8,4,4,1,1,4,8,4,4,1,8,2,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,8,1,2.375,16,8,24,0
"NR","mprove_8_mp_sse",5.90081,2004,23146200000,10958800000,10958800000,8050010000,8017590,4030060000,4027960000,5.90081,5.88584,1861.93,0.473459,5462.49,1364.19,1.3587,682.953,682.597,274481000,359713000,359713000,359713000,0.0118585,0.0155409,1.31052,504054000,20604,5466.96,0.223471,5467.18,32.2608,51,8.64487e-06,502935500,327918,5458.03,3.5589,5461.59,32.2069,362164500,305197,0,362116000,0,3931.685,23.1981,0,0,0,2726.68,8020020000,4013810,1998.11,2729.74,502966000,0.0217299,1014030000,4014860,0.0438099,0.000173456,0.0039593,22.8259,972772000,504235000,0.0420272,0.0217847,0.518348,7843350,NA,"astex_codelet__8_","70","/batch3/mprove_8_mp_sse/codelet.f90","9-10",2,"true",1,"true","8","medium",23,26,109,4,0,14,0,0,"x86,PS-XMM,PD-XMM,SD",0,8,4,0,8,0,1,3,"true",8,16,0,0,64,0,0.375,0,0,0,0,6,5,6,8,5,8,0,0,5,8,5,8,0,0,5,8,6,0,0,0,0,0,0,60,0,0,100,100,100,60,0,0,100,100,100,8,3,2.875,8,0,8,8
"NR","mprove_9_dp_sse",5.96711,288,3240010000,11076200000,11076200000,867758000,10,1,867758000,5.96711,5.94881,1861.93,3.41857,582.356,145.462,1.67922e-06,1.67922e-07,145.462,220218000,433849000,433849000,433849000,0.0679683,0.133904,1.97009,426243000,185419000,4577.34,1991.18,6568.52,39.1464,51,8.54452e-06,433798500,215976000,4663.05,2321.63,6984.68,41.5853,433913000,216102500,0,433864000,0,6972.605,41.601,0,0,0,290.85,1.728e+09,864002000,2,290.924,433803000,0.133889,216005000,324,0.0666679,9.99996e-08,1.49997e-06,14.9997,812552000,691454000,0.250787,0.213411,0.850966,8417760,NA,"codelet_","f0 90","/batch4/mprove_9_dp_sse/codelet.f90","6-7",2,"true",1,"true","8.0","max",19,18,82,4,0,8,0,0,"PS-XMM,PD-XMM,x86",0,0,12,0,4,0,0,4,"true",8,0,0,0,128,64,0.0416666666667,0,0,0,0,5,4,5,1,4,8,4,4,1,1,4,8,4,4,1,8,2,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,8,1,2.375,16,8,24,0
"NR","realft_4_dp_sse",5.48667,288,1.7712e+10,10195200000,10195200000,0,8672930000,1,8672930000,5.48667,5.47574,1861.93,0.57561,1580.885,0,1580.73,1.8226e-07,1580.73,275197000,216881000,216881000,216881000,0.0155373,0.0122449,0.788095,216508000,8950330,2523.22,104.309,2627.53,14.4293,51,9.29533e-06,216433000,215886000,2521.94,2515.56,5037.49,27.6684,216951500,215930500,0,216906000,0,5049.065,27.7044,0,0,0,1580.73,1.728e+09,1.728e+09,1,1581.47,216432000,0.0122195,432003000,343,0.0243904,1.93654e-08,7.93977e-07,40.9997,431762000,218153000,0.0243768,0.0123167,0.505261,3409800,NA,"codelet_","4d","/batch4/realft_4_dp_sse/codelet.f90","16-32",0,"true",1,"true","1 or NA","max",41,40,205,6,0,14,0,0,"PS-XMM,x86,SD",0,28,6,0,0,0,1.5,1,"true",12,8,0,0,32,32,0.3125,14,14,11,10,10,10,14,9.3333333333333,13,4,4,4,9.6666666666667,9.3333333333333,13,4,4,4,9.6666666666667,13,2,0,0,0,0,0,0,17.647058823529,0,0,0,0,100,17.647058823529,0,0,0,0,100,14,1.4285714285714,2.9285714285714,2.2857142857143,2.2857142857143,4.5714285714286,9.219512195122
"NR","relax2_26_dp_sse",4.8949,24,2306690000,9103660000,9103660000,0,1507390000,2,1507390000,4.8949,4.88952,1861.93,3.94663,307.5945,0,306.85,4.06644e-07,306.85,713143000,48532400,48532400,48532400,0.309163,0.0210398,0.0680543,546091000,75460500,7149.64,987.959,8137.6,39.7793,51,1.03984e-05,608536000,96032300,8018.83,1265.68,9284.51,45.085,48600050,24039800,0,48559300,0,945.748,4.648945,0,0,0,306.85,672290000,96001900,7.00289,305.512,608652000,0.263863,96193800,96391,0.041702,4.17875e-05,0.00100205,23.9796,767312000,550171000,0.332646,0.238511,0.717011,289551000,NA,"astex_codelet__26_","e0","/batch2/relax2_26_dp_sse/codelet.f90","12-14",2,"true",1,"true","1 or NA","max",24,23,115,7,0,7,0,0,"SD,x86,PS-XMM",0,18,2,0,0,0,2,3,"true",8,4,1,0,56,8,0.203125,0,0,0,0,6,7,7,5,8,7,1,1,5,22,8,7,1,1,5,22,2,0,0,0,0,0,0,10,0,0,0,0,66.666666666667,10,0,0,0,0,66.666666666667,22,0.59090909090909,1.0909090909091,2.5454545454545,0.36363636363636,2.9090909090909,11
"NR","rstrct_29_dp_sse",9.90206,2268,22487600000,18380500000,18380500000,6912630000,82096300,1,6994730000,9.90206,9.87205,1861.93,0.817358,2805.68,699.313,8.30572,1.01163e-07,707.619,377444000,817002000,817002000,817002000,0.0167845,0.0363311,2.16457,848994000,127413000,5483.2,822.895,6306.09,62.49,51,5.14381e-06,879876000,287291000,5699.98,1861.24,7561.22,74.695,818993500,272349500,0,819139500,0,7051.44,69.84595,0,0,0,1402.86,9.072e+09,1147610000,7.90513,1407.05,879934000,0.0391297,307843000,2288240,0.0136894,0.000101755,0.00743313,73.049,1402180000,989534000,0.0623535,0.0440034,0.705709,13556400,NA,"astex_codelet__29_","1b6","/batch3/rstrct_29_dp_sse/codelet.f90","7-10",2,"true",1,"true","8","high",79,90,426,11,0,14,0,0,"PD-XMM,PS-XMM,x86,SD",0,12,16,0,44,0,2,1,"true",32,16,0,0,320,64,0.125,27,27,20,20,20,28,28,10,19,32,4,4,25,10,19,32,4,4,25,32,2,0,0,0,0,0,0,83.333333333333,62.5,100,100,100,100,83.333333333333,62.5,100,100,100,100,32,1.5,2.46875,10,2,12,26
"NR","svbksb_3_sp_sse",5.03899,2505,1.1488e+10,9360140000,9360140000,5071240000,5010710,5076250000,13,5.03899,5.02727,1861.92,0.814773,4029.96,1006.96,0.994906,1007.96,2.58106e-06,232513000,460144000,460144000,460144000,0.0202396,0.0400542,1.97901,628979000,136085,7961.36,1.72251,7963.08,40.2634,51,1.01145e-05,628034000,386008,7979.31,4.90482,7984.22,40.2148,454067000,328782,0,454024500,0,5772.84,29.08135,0,0,0,2013.85,5010030000,5029140,996.2,2014.92,628098000,0.0546741,1287580000,5020100,0.11208,0.000436985,0.00389886,8.92217,1031490000,632477000,0.089788,0.0550553,0.61317,9795000,NA,"astex_codelet__3_","122 f6","/batch3/svbksb_3_sp_sse/codelet.f90","7-8",3,"true",1,"true","8.0","max",9,8,37,4,0,4,0,0,"x86,PS-XMM",0,0,6,0,0,0,1,4,"true",8,8,0,0,64,0,0.25,0,0,0,0,2,2,2,2,2,4,0,0,2,2,2,4,0,0,2,4,3,0,0,0,0,0,0,100,100,0,100,100,0,100,100,0,100,100,0,4,4,2.25,16,0,16,0
"NR","svdcmp_11_dp_sse",7.44293,64,1920010000,13816400000,13816400000,0,385854000,2,385854000,7.44293,7.42044,1861.93,7.196,51.8373,0,51.8312,2.68718e-07,51.8312,385408000,437716000,437716000,437716000,0.200733,0.227976,1.13572,435585000,339315000,3746.43,2918.42,6664.85,49.5936,51,6.84809e-06,385914000,383840000,3316.67,3298.85,6615.52,49.2642,437728000,384164000,0,437666500,0,7067.335,52.6011,0,0,0,51.8252,384003000,384002000,1,51.8434,385914000,0.200996,192003000,97,0.100001,5.05207e-08,5.05201e-07,9.99989,820910000,775541000,0.427556,0.403926,0.944734,21927200,NA,"codelet_","63","/batch4/svdcmp_11_dp_sse/codelet.f90","6-7",0,"true",1,"true","1 or NA","max",11,10,42,5,0,3,0,0,"x86,SD",0,6,0,0,0,0,0,3,"true",0,2,0,0,16,16,0.0625,0,0,0,0,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.66666666666667,3.6666666666667,5.3333333333333,5.3333333333333,10.666666666667,2.1818181818182
"NR","svdcmp_13_dp_sse",6.9923,460,7935040000,12986200000,12986200000,6204230000,471,1,6204230000,6.9923,6.97477,1861.93,1.63656,3548.46,887.186,6.74568e-05,1.42999e-07,887.186,378597000,346579000,346579000,346579000,0.0477121,0.043677,0.915429,346358000,58015600,3169.81,530.947,3700.75,25.8799,51,7.28555e-06,345688500,344854000,3159.69,3152.06,6311.75,44.1947,346639000,345117500,0,346581000,0,6325.07,44.2724,0,0,0,1777.18,1380010000,1.38e+09,1,1774.37,345689000,0.0435649,345006000,491,0.0434789,6.18775e-08,1.42316e-06,22.9997,658484000,357806000,0.0829843,0.0450919,0.543378,5765130,NA,"astex_codelet__13_","e0","/batch1/svdcmp_13_dp_sse/codelet.f90","6-8",1,"true",1,"true","8","max",23,22,95,3,0,7,0,0,"PS-XMM,PD-XMM,x86",0,0,8,0,12,0,1,3,"true",8,8,1,0,64,64,0.1875,0,0,0,0,6,6,6,8,4,4,4,4,2,88,4,4,4,4,2,88,6,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,88,0.27272727272727,0.26136363636364,0.72727272727273,0.72727272727273,1.4545454545455,0
"NR","svdcmp_14_dp_sse",7.02216,336,3780030000,13034900000,13034900000,1012900000,11,2,1012900000,7.02216,7.00089,1861.93,3.44836,577.2285,144.27,1.56675e-06,2.84863e-07,144.27,256599000,506214000,506214000,506214000,0.0678828,0.133918,1.97279,499845000,210201000,4557.34,1916.51,6473.85,45.4429,51,7.25788e-06,505035000,251986000,4620.57,2305.41,6925.99,48.4494,503967000,252155000,0,506186000,0,6892.615,48.39185,0,0,0,288.54,1008010000,1.008e+09,1,288.371,505033000,0.133606,252006000,377,0.0666677,9.97348e-08,1.496e-06,14.9998,763183000,782974000,0.201899,0.207135,1.02593,10990900,NA,"astex_codelet__14_","150 f0","/batch1/svdcmp_14_dp_sse/codelet.f90","5-6",2,"true",1,"true","8.0","max",15,14,71,4,0,5,0,0,"PS-XMM,PD-XMM,x86",0,0,8,0,4,0,0,4,"true",0,0,1,0,64,64,0.0625,0,0,0,0,4,4,4,4,1,4,4,4,1,88,1,4,4,4,1,88,2,0,0,0,0,0,0,100,100,100,0,0,100,100,100,100,0,0,100,88,0.0909090909091,0.170454545455,0.727272727273,0.727272727273,1.45454545455,0
"NR","svdcmp_6_dp_sse",6.00774,90,2700010000,11151500000,11151500000,0,553337000,1,553337000,6.00774,5.98922,1861.92,4.13019,92.1264,0,92.0488,1.6638e-07,92.0488,898594,767440000,767440000,767440000,0.000332812,0.284236,854.046,766310000,58538,8165.5,0.623758,8166.13,49.0476,51,8.48653e-06,542696500,80123,5778.35,0.853107,5779.2,34.7378,767337000,332472,0,767288000,0,8182.79,49.13085,0,0,0,92.0488,1.08e+09,2198,491357,92.2053,542696000,0.200998,270002000,122,0.100001,4.51851e-08,4.51848e-07,9.99993,846026000,768352000,0.313342,0.284574,0.908189,21102800,NA,"codelet_","80","/batch4/svdcmp_6_dp_sse/codelet.f90","8-9",0,"true",1,"true","1 or NA","max",10,9,45,6,0,4,0,0,"SD,x86,PS-XMM",0,4,2,0,0,0,0,3,"true",2,0,0,0,48,0,0.041666666666667,0,0,0,0,3,3,3,2,2,4,0,0,3,2,2,4,0,0,3,4,3,0,0,0,0,0,0,33.333333333333,50,0,0,0,100,33.333333333333,50,0,0,0,100,4,0.5,2.5,12,0,12,3
